SYMBOL,ACTIVE,delivery_time_min,delivery_time_max,zone_name,GMINA,TERYT,VALUE,PC_NUM,polygon_geometry,notes
90-004,False,,,,LODZ,1061011,6851,3,"{""type"": ""Polygon"", ""coordinates"": [[[19.45774, 51.77216], [19.45687, 51.77207], [19.45673, 51.77207], [19.45672, 51.77153], [19.45774, 51.77153], [19.45788, 51.77153], [19.45774, 51.77207], [19.4576, 51.77207], [19.4576, 51.77214], [19.45774, 51.77216]]]}",
90-004,False,,,,LODZ,1061011,6852,8,"{""type"": ""Polygon"", ""coordinates"": [[[19.45734, 51.76568], [19.45738, 51.76541], [19.45738, 51.76514], [19.45753, 51.76514], [19.45752, 51.76496], [19.45738, 51.76496], [19.45738, 51.76487], [19.45752, 51.76487], [19.45752, 51.76478], [19.45738, 51.76478], [19.45752, 51.76451], [19.45738, 51.76451], [19.45737, 51.76442], [19.45752, 51.76442], [19.45752, 51.76424], [19.45766, 51.76424], [19.45766, 51.76388], [19.45795, 51.76388], [19.45795, 51.76397], [19.45824, 51.76397], [19.45824, 51.76406], [19.45911, 51.76415], [19.45926, 51.7646], [19.45912, 51.7646], [19.45887, 51.76507], [19.45854, 51.76514], [19.45854, 51.76523], [19.45825, 51.76523], [19.45825, 51.76532], [19.45782, 51.76523], [19.45753, 51.7655], [19.45739, 51.7655], [19.45739, 51.76568], [19.45734, 51.76568]]]}",
90-004,False,,,,LODZ,1061011,6853,7,"{""type"": ""Polygon"", ""coordinates"": [[[19.45786, 51.75992], [19.45776, 51.75974], [19.45733, 51.75975], [19.45733, 51.75984], [19.45704, 51.75984], [19.45704, 51.75993], [19.45646, 51.75993], [19.45646, 51.75984], [19.45631, 51.75984], [19.45631, 51.7593], [19.45674, 51.75921], [19.45674, 51.75912], [19.45703, 51.75912], [19.45703, 51.75903], [19.45732, 51.75903], [19.45819, 51.75902], [19.45834, 51.7592], [19.45877, 51.75929], [19.45863, 51.75983], [19.45849, 51.75983], [19.45791, 51.75983], [19.45786, 51.75992]]]}",
90-004,False,,,,LODZ,1061011,6854,1,"{""type"": ""Polygon"", ""coordinates"": [[[19.45946, 51.75587], [19.45932, 51.75587], [19.45917, 51.75569], [19.45975, 51.75542], [19.45975, 51.7556], [19.46004, 51.75569], [19.46004, 51.75587], [19.45946, 51.75587]]]}",
90-004,False,,,,LODZ,1061011,6855,1,"{""type"": ""Polygon"", ""coordinates"": [[[19.46001, 51.75299], [19.46001, 51.75308], [19.459, 51.75317], [19.45929, 51.7529], [19.45958, 51.7529], [19.45958, 51.75281], [19.46001, 51.7529], [19.46001, 51.75299]]]}",
92-427,False,,,,LODZ,1061011,6856,6,"{""type"": ""Polygon"", ""coordinates"": [[[19.56846, 51.74532], [19.56845, 51.74514], [19.56831, 51.74514], [19.56831, 51.74505], [19.56831, 51.74496], [19.56874, 51.74478], [19.56874, 51.7446], [19.57091, 51.7445], [19.57091, 51.74477], [19.57106, 51.74477], [19.57121, 51.74531], [19.57135, 51.74531], [19.5715, 51.74558], [19.57165, 51.74557], [19.57165, 51.74593], [19.5718, 51.74593], [19.5718, 51.7462], [19.57195, 51.7462], [19.57195, 51.74665], [19.5721, 51.74665], [19.5721, 51.74692], [19.57224, 51.74692], [19.57225, 51.74701], [19.5721, 51.74701], [19.57215, 51.74728], [19.5721, 51.74728], [19.5721, 51.7471], [19.57138, 51.74711], [19.57123, 51.74711], [19.57108, 51.74693], [19.5708, 51.74693], [19.57065, 51.74675], [19.5705, 51.74675], [19.5705, 51.74648], [19.57006, 51.74639], [19.5702, 51.74585], [19.56977, 51.74585], [19.56962, 51.74567], [19.56919, 51.74568], [19.56918, 51.74559], [19.56889, 51.74559], [19.56889, 51.7455], [19.56846, 51.74532]]]}",
92-339,False,,,,LODZ,1061011,6857,1,"{""type"": ""Polygon"", ""coordinates"": [[[19.53247, 51.75268], [19.53199, 51.75232], [19.53188, 51.75224], [19.5326, 51.75187], [19.5326, 51.75169], [19.53318, 51.75142], [19.53317, 51.75124], [19.53346, 51.75115], [19.53346, 51.75106], [19.53462, 51.75106], [19.53492, 51.75222], [19.53449, 51.75241], [19.53449, 51.7525], [19.53435, 51.7525], [19.5342, 51.7525], [19.5342, 51.75259], [19.53247, 51.75268]]]}",
94-132,False,,,,LODZ,1061011,6858,25,"{""type"": ""Polygon"", ""coordinates"": [[[19.37274, 51.73765], [19.37265, 51.73765], [19.37265, 51.73774], [19.37236, 51.73774], [19.37236, 51.73783], [19.37164, 51.73792], [19.37163, 51.73756], [19.37149, 51.73756], [19.37149, 51.73729], [19.37134, 51.73729], [19.37134, 51.73702], [19.37119, 51.73703], [19.37119, 51.73667], [19.37105, 51.73667], [19.37104, 51.7364], [19.3709, 51.7364], [19.3709, 51.73613], [19.37061, 51.73604], [19.37061, 51.73586], [19.37046, 51.73586], [19.37046, 51.7355], [19.37234, 51.7354], [19.37234, 51.73531], [19.37306, 51.73531], [19.37306, 51.73522], [19.3735, 51.73522], [19.3735, 51.73513], [19.37393, 51.73513], [19.37393, 51.73504], [19.37436, 51.73504], [19.37445, 51.73525], [19.37447, 51.73525], [19.37451, 51.7354], [19.37466, 51.7354], [19.3748, 51.73557], [19.37524, 51.73557], [19.37524, 51.73575], [19.37553, 51.73584], [19.37539, 51.73611], [19.37524, 51.73611], [19.37525, 51.73638], [19.3751, 51.73638], [19.3751, 51.73656], [19.37467, 51.73656], [19.37466, 51.73629], [19.37452, 51.7363], [19.37452, 51.73621], [19.37379, 51.73612], [19.37365, 51.73639], [19.3738, 51.73639], [19.3738, 51.73648], [19.37365, 51.73648], [19.37365, 51.73657], [19.37394, 51.73666], [19.37394, 51.73675], [19.37423, 51.73675], [19.37438, 51.73693], [19.37351, 51.73693], [19.37274, 51.73765]]]}",
93-347,False,,,,LODZ,1061011,6859,6,"{""type"": ""Polygon"", ""coordinates"": [[[19.46524, 51.71124], [19.46523, 51.71115], [19.46509, 51.71115], [19.46509, 51.71079], [19.46496, 51.71073], [19.46494, 51.7107], [19.46523, 51.7107], [19.46523, 51.71061], [19.46639, 51.7106], [19.46639, 51.71051], [19.46682, 51.71042], [19.46695, 51.71017], [19.46754, 51.71024], [19.46769, 51.71042], [19.46798, 51.71042], [19.46798, 51.71096], [19.46813, 51.71099], [19.46813, 51.71105], [19.46798, 51.71105], [19.46798, 51.71114], [19.46726, 51.71114], [19.46726, 51.71105], [19.46697, 51.71105], [19.46668, 51.71132], [19.46654, 51.71132], [19.46654, 51.7115], [19.46596, 51.7115], [19.46553, 51.71151], [19.46538, 51.71151], [19.46524, 51.71124]]]}",
93-347,False,,,,LODZ,1061011,6860,44,"{""type"": ""Polygon"", ""coordinates"": [[[19.46449, 51.70899], [19.4642, 51.70899], [19.46405, 51.70881], [19.46376, 51.70881], [19.46303, 51.70819], [19.46231, 51.7081], [19.46231, 51.70801], [19.46173, 51.70801], [19.46173, 51.70792], [19.46144, 51.70792], [19.46144, 51.70783], [19.46115, 51.70784], [19.46115, 51.70775], [19.46071, 51.70775], [19.46042, 51.70748], [19.46013, 51.70748], [19.46013, 51.7073], [19.45984, 51.70721], [19.45984, 51.70703], [19.45975, 51.707], [19.45975, 51.70699], [19.45911, 51.70667], [19.45881, 51.70614], [19.45867, 51.70614], [19.45867, 51.70605], [19.45881, 51.70605], [19.45881, 51.70578], [19.45924, 51.70568], [19.45924, 51.70559], [19.45953, 51.70559], [19.45953, 51.7055], [19.45996, 51.7055], [19.45996, 51.70541], [19.46011, 51.70541], [19.46011, 51.70537], [19.46025, 51.70523], [19.46156, 51.70532], [19.46156, 51.70541], [19.4617, 51.7054], [19.46171, 51.70603], [19.46185, 51.70603], [19.46185, 51.7063], [19.46214, 51.7063], [19.46273, 51.70675], [19.46302, 51.70675], [19.46302, 51.70684], [19.46345, 51.70693], [19.4636, 51.70711], [19.46534, 51.70719], [19.46534, 51.70746], [19.4652, 51.70746], [19.4652, 51.70827], [19.46535, 51.70827], [19.46535, 51.70836], [19.4655, 51.70836], [19.46549, 51.70827], [19.46593, 51.70827], [19.46593, 51.70818], [19.46636, 51.70817], [19.46636, 51.70808], [19.46708, 51.70808], [19.46709, 51.70817], [19.46738, 51.70817], [19.46738, 51.70826], [19.46767, 51.70826], [19.46767, 51.70835], [19.46796, 51.70835], [19.46796, 51.70844], [19.46853, 51.70826], [19.4686, 51.70804], [19.46861, 51.70804], [19.46854, 51.70835], [19.46868, 51.70835], [19.46868, 51.70853], [19.46897, 51.70861], [19.46897, 51.70879], [19.46912, 51.70879], [19.46912, 51.70897], [19.46927, 51.70897], [19.46927, 51.70924], [19.46935, 51.70923], [19.46941, 51.70942], [19.46985, 51.70951], [19.46985, 51.70978], [19.47, 51.70978], [19.47, 51.70987], [19.4713, 51.70959], [19.47159, 51.70986], [19.47174, 51.70986], [19.47159, 51.71013], [19.47087, 51.71014], [19.47087, 51.71023], [19.47058, 51.71023], [19.47058, 51.71032], [19.47044, 51.71032], [19.47029, 51.71032], [19.47029, 51.71041], [19.47015, 51.71041], [19.46986, 51.71041], [19.46957, 51.71014], [19.4687, 51.70996], [19.46841, 51.7105], [19.46841, 51.71024], [19.46812, 51.71015], [19.46797, 51.70979], [19.46739, 51.7097], [19.46739, 51.70961], [19.46695, 51.70943], [19.46695, 51.70925], [19.46623, 51.70925], [19.46623, 51.70916], [19.46594, 51.70917], [19.46594, 51.70908], [19.46565, 51.70908], [19.46565, 51.70899], [19.46521, 51.70899], [19.46521, 51.7089], [19.46492, 51.7089], [19.46492, 51.70899], [19.46449, 51.70908], [19.46449, 51.70899]]]}",
93-347,False,,,,LODZ,1061011,6861,24,"{""type"": ""Polygon"", ""coordinates"": [[[19.47286, 51.70644], [19.47185, 51.70644], [19.4719, 51.70607], [19.47208, 51.70491], [19.47212, 51.70464], [19.47226, 51.70464], [19.4724, 51.70446], [19.47269, 51.70446], [19.47269, 51.70437], [19.47298, 51.70428], [19.47312, 51.70401], [19.47279, 51.70383], [19.47309, 51.70399], [19.47312, 51.70392], [19.47341, 51.70383], [19.47341, 51.70365], [19.4737, 51.70356], [19.47369, 51.70338], [19.47384, 51.70338], [19.47384, 51.70311], [19.47456, 51.70284], [19.47455, 51.70257], [19.4747, 51.70256], [19.47484, 51.70211], [19.47513, 51.70202], [19.47513, 51.70184], [19.47556, 51.70166], [19.47556, 51.70157], [19.47657, 51.70157], [19.47657, 51.70166], [19.47686, 51.70166], [19.47686, 51.70175], [19.47715, 51.70184], [19.47701, 51.70238], [19.47716, 51.70237], [19.47731, 51.70291], [19.47702, 51.70301], [19.47702, 51.70309], [19.47673, 51.7031], [19.47673, 51.70319], [19.47644, 51.70319], [19.47644, 51.70328], [19.47615, 51.70328], [19.47616, 51.70337], [19.47587, 51.70337], [19.47573, 51.70373], [19.475, 51.704], [19.47501, 51.70427], [19.47414, 51.70473], [19.47415, 51.70527], [19.47386, 51.70536], [19.47386, 51.70554], [19.47343, 51.70572], [19.47343, 51.70581], [19.47329, 51.70581], [19.473, 51.70635], [19.47286, 51.70635], [19.47286, 51.70644]]]}",
93-574,False,,,,LODZ,1061011,6862,35,"{""type"": ""Polygon"", ""coordinates"": [[[19.44364, 51.75305], [19.44363, 51.7526], [19.44349, 51.7526], [19.44348, 51.75224], [19.44334, 51.75224], [19.44319, 51.75171], [19.44304, 51.75171], [19.44304, 51.75153], [19.4429, 51.75153], [19.44289, 51.75117], [19.44202, 51.75099], [19.44202, 51.7509], [19.44304, 51.7509], [19.44304, 51.75081], [19.44333, 51.75081], [19.44332, 51.75072], [19.44419, 51.75062], [19.44419, 51.75071], [19.44448, 51.75071], [19.44448, 51.7508], [19.44477, 51.7508], [19.44478, 51.75089], [19.44521, 51.7508], [19.44521, 51.75089], [19.44652, 51.75097], [19.44652, 51.75106], [19.44666, 51.75106], [19.44666, 51.75097], [19.44681, 51.75097], [19.44681, 51.75106], [19.44709, 51.75097], [19.4471, 51.75106], [19.44739, 51.75106], [19.44739, 51.75115], [19.44797, 51.75115], [19.44797, 51.75106], [19.44826, 51.75106], [19.44825, 51.75097], [19.44854, 51.75088], [19.44854, 51.75097], [19.44927, 51.75105], [19.44927, 51.75114], [19.44956, 51.75114], [19.44956, 51.75123], [19.45, 51.75123], [19.45, 51.75132], [19.44985, 51.75132], [19.44985, 51.75141], [19.45, 51.75141], [19.45, 51.75195], [19.45015, 51.75195], [19.4503, 51.75249], [19.45044, 51.75249], [19.45052, 51.75258], [19.44972, 51.75267], [19.44972, 51.75276], [19.44929, 51.75276], [19.44929, 51.75285], [19.44871, 51.75285], [19.44871, 51.75294], [19.44827, 51.75295], [19.44827, 51.75304], [19.4477, 51.75313], [19.4474, 51.75259], [19.44711, 51.7525], [19.44711, 51.75232], [19.44667, 51.75214], [19.44667, 51.75205], [19.44595, 51.75197], [19.44594, 51.75188], [19.4458, 51.75188], [19.4458, 51.75197], [19.44537, 51.75197], [19.44522, 51.75215], [19.44493, 51.75215], [19.44421, 51.75269], [19.44407, 51.75269], [19.44407, 51.75287], [19.44364, 51.75305]]]}",
90-244,False,,,,LODZ,1061011,6863,17,"{""type"": ""Polygon"", ""coordinates"": [[[19.47821, 51.77471], [19.47836, 51.77468], [19.47823, 51.77432], [19.47864, 51.77423], [19.47864, 51.77414], [19.47893, 51.77414], [19.47893, 51.77405], [19.47922, 51.77405], [19.47922, 51.77396], [19.48052, 51.77404], [19.48052, 51.77395], [19.48081, 51.77395], [19.48081, 51.77386], [19.4811, 51.77386], [19.48119, 51.77392], [19.48212, 51.77458], [19.48227, 51.77458], [19.48227, 51.77467], [19.48227, 51.77476], [19.48256, 51.77485], [19.48256, 51.77494], [19.48256, 51.77503], [19.48242, 51.77503], [19.48242, 51.77521], [19.48213, 51.7753], [19.48213, 51.77548], [19.4817, 51.77539], [19.4814, 51.77512], [19.48126, 51.77512], [19.48126, 51.77521], [19.48083, 51.77521], [19.48083, 51.7753], [19.48054, 51.7753], [19.48054, 51.77539], [19.48025, 51.77539], [19.48025, 51.77548], [19.4801, 51.77549], [19.4801, 51.77513], [19.47981, 51.77504], [19.47966, 51.77477], [19.47937, 51.77477], [19.47937, 51.77486], [19.47908, 51.77495], [19.47908, 51.77486], [19.47865, 51.77486], [19.47865, 51.77477], [19.47821, 51.77471]]]}",
92-713,False,,,,LODZ,1061011,6864,3,"{""type"": ""Polygon"", ""coordinates"": [[[19.58712, 51.78782], [19.58683, 51.78768], [19.58682, 51.78723], [19.5868, 51.78723], [19.58813, 51.78714], [19.58812, 51.78705], [19.58842, 51.78714], [19.58856, 51.78749], [19.58842, 51.78749], [19.58842, 51.78753], [19.58741, 51.78759], [19.58741, 51.78768], [19.58712, 51.78777], [19.58712, 51.78782]]]}",
94-305,False,,,,LODZ,1061011,6865,3,"{""type"": ""Polygon"", ""coordinates"": [[[19.39426, 51.77437], [19.39426, 51.77446], [19.39397, 51.77446], [19.39383, 51.77464], [19.39354, 51.77464], [19.39354, 51.77473], [19.39325, 51.77473], [19.39325, 51.77482], [19.39296, 51.77482], [19.39296, 51.77491], [19.39108, 51.77492], [19.39093, 51.77411], [19.39107, 51.77411], [19.39107, 51.77384], [19.39121, 51.77384], [19.39121, 51.77357], [19.39136, 51.77357], [19.3915, 51.77303], [19.39193, 51.77302], [19.39193, 51.77311], [19.39266, 51.7732], [19.39266, 51.77329], [19.3931, 51.77347], [19.3931, 51.77365], [19.39412, 51.77419], [19.39412, 51.77437], [19.39426, 51.77437]]]}",
94-305,False,,,,LODZ,1061011,6866,62,"{""type"": ""Polygon"", ""coordinates"": [[[19.38798, 51.76917], [19.38798, 51.7689], [19.38784, 51.7689], [19.38754, 51.76809], [19.38739, 51.76809], [19.38739, 51.76791], [19.38725, 51.76791], [19.38725, 51.76773], [19.3871, 51.76773], [19.3871, 51.76755], [19.38696, 51.76755], [19.38695, 51.76737], [19.38681, 51.76737], [19.38681, 51.76719], [19.38666, 51.7672], [19.38666, 51.76702], [19.38652, 51.76702], [19.38651, 51.76684], [19.38637, 51.76684], [19.38637, 51.76666], [19.38622, 51.76666], [19.38607, 51.76585], [19.38593, 51.76585], [19.38592, 51.76558], [19.38578, 51.76558], [19.38578, 51.7654], [19.38549, 51.76531], [19.38549, 51.76513], [19.38534, 51.76513], [19.38534, 51.76504], [19.38548, 51.76504], [19.38548, 51.76423], [19.38562, 51.76423], [19.38562, 51.76342], [19.38576, 51.76342], [19.38575, 51.76261], [19.3859, 51.76261], [19.38589, 51.76189], [19.38691, 51.7618], [19.38691, 51.76171], [19.38749, 51.76171], [19.38748, 51.76162], [19.3885, 51.76152], [19.3885, 51.76143], [19.38908, 51.76143], [19.38908, 51.76134], [19.38966, 51.76134], [19.38966, 51.76125], [19.39024, 51.76125], [19.39023, 51.76116], [19.39081, 51.76116], [19.39081, 51.76107], [19.39139, 51.76106], [19.39139, 51.76097], [19.39371, 51.76097], [19.39371, 51.76106], [19.39502, 51.76114], [19.39502, 51.76123], [19.39545, 51.76141], [19.39545, 51.76132], [19.39632, 51.76114], [19.39646, 51.76096], [19.39675, 51.76096], [19.39704, 51.76069], [19.39733, 51.76068], [19.39733, 51.76041], [19.39747, 51.76041], [19.39747, 51.76032], [19.39791, 51.76032], [19.39791, 51.76041], [19.39835, 51.7605], [19.39834, 51.76041], [19.39878, 51.76023], [19.39878, 51.76005], [19.39863, 51.76005], [19.39863, 51.75996], [19.3982, 51.76005], [19.3982, 51.75996], [19.39776, 51.75978], [19.39763, 51.75933], [19.39848, 51.75933], [19.39848, 51.75951], [19.39863, 51.75951], [19.39877, 51.75978], [19.39921, 51.75978], [19.39936, 51.76032], [19.39878, 51.76059], [19.39878, 51.76068], [19.39849, 51.76068], [19.39864, 51.76149], [19.39835, 51.76149], [19.39807, 51.76203], [19.39792, 51.76203], [19.39793, 51.76221], [19.39778, 51.76221], [19.39793, 51.76275], [19.39807, 51.76275], [19.39808, 51.7632], [19.39822, 51.7632], [19.39823, 51.76356], [19.39837, 51.76356], [19.39838, 51.76401], [19.39852, 51.76401], [19.39852, 51.7641], [19.39804, 51.7641], [19.39736, 51.7641], [19.39736, 51.76401], [19.39722, 51.76401], [19.39708, 51.76446], [19.39693, 51.76446], [19.39693, 51.76473], [19.39679, 51.76473], [19.39679, 51.765], [19.39665, 51.765], [19.39665, 51.76536], [19.3965, 51.76536], [19.39651, 51.76554], [19.39636, 51.76554], [19.39636, 51.7659], [19.39607, 51.7659], [19.39579, 51.76618], [19.39564, 51.76618], [19.39564, 51.76609], [19.39506, 51.76609], [19.39506, 51.766], [19.39448, 51.766], [19.39448, 51.76591], [19.3939, 51.76591], [19.3939, 51.76582], [19.39332, 51.76582], [19.39332, 51.76573], [19.39274, 51.76574], [19.39274, 51.76565], [19.39216, 51.76565], [19.39216, 51.76556], [19.39158, 51.76556], [19.39158, 51.76547], [19.391, 51.76547], [19.391, 51.76538], [19.39042, 51.76538], [19.39041, 51.76529], [19.38984, 51.7653], [19.38983, 51.76521], [19.38925, 51.76521], [19.38925, 51.76512], [19.38867, 51.76512], [19.38867, 51.76503], [19.38853, 51.76503], [19.38853, 51.76512], [19.38795, 51.76512], [19.38795, 51.76521], [19.38737, 51.76521], [19.38737, 51.7653], [19.38795, 51.7653], [19.38795, 51.76539], [19.38853, 51.76539], [19.38853, 51.76548], [19.38911, 51.76548], [19.38911, 51.76557], [19.38969, 51.76557], [19.38969, 51.76566], [19.39027, 51.76565], [19.39027, 51.76574], [19.39085, 51.76574], [19.39085, 51.76583], [19.39143, 51.76583], [19.39143, 51.76592], [19.39201, 51.76592], [19.39202, 51.76601], [19.3926, 51.76601], [19.3926, 51.7661], [19.39318, 51.76609], [19.39318, 51.76618], [19.39376, 51.76618], [19.39376, 51.76627], [19.39434, 51.76627], [19.39434, 51.76636], [19.39564, 51.76636], [19.39564, 51.76645], [19.39579, 51.76645], [19.39579, 51.76672], [19.39594, 51.76671], [19.39579, 51.76716], [19.39565, 51.76717], [19.39565, 51.76735], [19.39551, 51.76735], [19.39551, 51.76762], [19.39536, 51.76762], [19.39537, 51.76789], [19.39522, 51.76789], [19.39522, 51.76816], [19.39508, 51.76816], [19.39523, 51.76843], [19.39494, 51.76852], [19.39494, 51.76897], [19.3948, 51.76897], [19.3948, 51.76924], [19.39465, 51.76924], [19.39451, 51.76996], [19.39437, 51.76996], [19.39437, 51.77014], [19.39423, 51.77014], [19.39423, 51.77041], [19.39408, 51.77041], [19.39409, 51.77086], [19.39394, 51.77086], [19.39394, 51.77104], [19.39365, 51.77104], [19.39366, 51.77149], [19.39366, 51.77203], [19.39047, 51.77204], [19.39033, 51.77177], [19.39018, 51.77177], [19.39003, 51.77132], [19.38989, 51.77132], [19.38988, 51.77105], [19.38959, 51.77096], [19.38945, 51.77069], [19.3893, 51.77069], [19.38871, 51.76971], [19.38842, 51.76962], [19.38827, 51.76926], [19.38798, 51.76917]]]}",
90-032,False,,,,LODZ,1061011,6867,1,"{""type"": ""Polygon"", ""coordinates"": [[[19.48356, 51.77295], [19.48298, 51.77305], [19.48283, 51.77278], [19.48341, 51.77265], [19.4837, 51.77259], [19.48356, 51.77295]]]}",
90-032,False,,,,LODZ,1061011,6868,18,"{""type"": ""Polygon"", ""coordinates"": [[[19.4848, 51.76746], [19.48466, 51.76746], [19.48466, 51.76737], [19.48422, 51.76737], [19.48422, 51.76728], [19.48393, 51.76728], [19.48393, 51.76719], [19.4832, 51.76711], [19.4832, 51.76702], [19.48335, 51.76702], [19.48334, 51.76657], [19.48305, 51.76648], [19.48305, 51.76612], [19.48334, 51.76603], [19.48333, 51.76567], [19.48348, 51.76567], [19.48333, 51.76522], [19.48318, 51.76522], [19.48318, 51.76513], [19.48347, 51.76504], [19.48347, 51.76495], [19.48419, 51.76477], [19.48419, 51.7645], [19.48405, 51.7645], [19.48395, 51.76441], [19.48419, 51.76441], [19.48419, 51.76432], [19.48448, 51.76422], [19.48447, 51.76377], [19.48462, 51.76377], [19.48462, 51.7635], [19.48476, 51.7635], [19.48476, 51.76341], [19.48473, 51.76341], [19.48476, 51.76332], [19.48461, 51.76332], [19.48461, 51.76305], [19.48447, 51.76306], [19.48446, 51.7627], [19.48461, 51.7627], [19.48461, 51.76261], [19.4849, 51.7626], [19.48489, 51.76251], [19.48518, 51.76242], [19.48518, 51.76233], [19.48706, 51.76215], [19.48707, 51.7626], [19.48721, 51.76259], [19.48722, 51.76286], [19.48736, 51.76286], [19.48736, 51.76304], [19.48737, 51.76313], [19.48708, 51.76313], [19.48708, 51.76322], [19.48679, 51.76323], [19.48679, 51.76332], [19.48635, 51.76341], [19.48607, 51.76404], [19.48535, 51.76404], [19.48535, 51.76413], [19.48506, 51.76422], [19.48521, 51.76476], [19.48579, 51.76503], [19.48579, 51.7653], [19.48594, 51.7653], [19.48594, 51.76548], [19.48609, 51.76548], [19.48609, 51.76566], [19.48623, 51.76566], [19.48609, 51.76593], [19.48595, 51.76593], [19.48538, 51.76692], [19.48509, 51.76692], [19.48509, 51.76701], [19.48494, 51.76701], [19.48495, 51.76728], [19.4848, 51.76728], [19.4848, 51.76746]]]}",
91-415,False,,,,LODZ,1061011,6869,12,"{""type"": ""Polygon"", ""coordinates"": [[[19.45571, 51.77778], [19.45533, 51.77747], [19.4549, 51.77747], [19.45475, 51.77729], [19.45345, 51.77748], [19.4533, 51.77694], [19.45344, 51.77694], [19.45344, 51.77676], [19.45373, 51.77667], [19.45373, 51.77658], [19.45387, 51.77658], [19.45372, 51.77595], [19.45358, 51.77595], [19.45372, 51.77568], [19.45421, 51.77574], [19.45421, 51.77574], [19.45422, 51.77573], [19.45444, 51.77577], [19.45474, 51.77604], [19.45488, 51.77604], [19.45489, 51.77639], [19.45518, 51.77639], [19.4559, 51.77585], [19.45647, 51.77576], [19.45648, 51.77612], [19.45634, 51.77639], [19.45619, 51.77639], [19.4559, 51.77666], [19.45591, 51.77693], [19.45605, 51.77693], [19.45605, 51.77702], [19.45562, 51.7772], [19.45562, 51.77756], [19.45548, 51.77756], [19.45574, 51.77777], [19.45573, 51.77778], [19.45571, 51.77778]]]}",
91-363,False,,,,LODZ,1061011,6870,24,"{""type"": ""Polygon"", ""coordinates"": [[[19.42253, 51.82023], [19.42311, 51.81995], [19.42353, 51.81905], [19.42397, 51.81896], [19.42397, 51.81887], [19.42426, 51.81887], [19.42426, 51.81878], [19.42498, 51.81869], [19.42498, 51.81878], [19.42513, 51.81878], [19.42513, 51.81896], [19.42527, 51.81896], [19.42542, 51.81923], [19.42673, 51.81931], [19.42673, 51.81949], [19.42702, 51.81958], [19.42702, 51.81976], [19.42688, 51.81976], [19.42688, 51.81994], [19.42673, 51.81994], [19.42674, 51.82012], [19.42659, 51.82012], [19.42645, 51.82039], [19.42746, 51.82048], [19.42776, 51.82084], [19.42834, 51.82084], [19.42834, 51.82075], [19.42906, 51.82038], [19.42905, 51.81984], [19.42949, 51.81984], [19.42963, 51.81966], [19.43007, 51.81975], [19.43007, 51.81984], [19.43094, 51.81975], [19.43094, 51.81993], [19.43123, 51.82002], [19.43124, 51.82055], [19.43095, 51.82056], [19.43095, 51.82065], [19.43066, 51.82065], [19.43066, 51.82074], [19.43051, 51.82074], [19.43037, 51.82056], [19.43008, 51.82056], [19.42979, 51.82083], [19.4295, 51.82083], [19.42965, 51.8211], [19.43023, 51.82119], [19.43023, 51.82155], [19.4298, 51.82173], [19.4298, 51.82182], [19.42951, 51.82182], [19.42951, 51.82191], [19.42907, 51.82191], [19.42864, 51.82191], [19.42864, 51.82182], [19.42835, 51.82182], [19.42835, 51.82173], [19.42777, 51.82174], [19.42777, 51.82183], [19.42762, 51.82183], [19.42762, 51.82174], [19.42719, 51.82174], [19.42719, 51.82165], [19.42675, 51.82165], [19.42646, 51.82129], [19.42558, 51.8212], [19.42514, 51.82076], [19.42428, 51.82085], [19.42413, 51.82103], [19.42384, 51.82103], [19.42384, 51.82112], [19.42326, 51.82112], [19.42253, 51.82023]]]}",
92-548,False,,,,LODZ,1061011,6871,13,"{""type"": ""Polygon"", ""coordinates"": [[[19.53081, 51.75971], [19.5303, 51.75976], [19.53029, 51.75976], [19.5298, 51.7598], [19.52979, 51.75971], [19.52936, 51.75962], [19.52936, 51.75971], [19.52864, 51.75981], [19.52849, 51.75954], [19.52834, 51.75954], [19.52834, 51.75936], [19.52863, 51.75927], [19.52863, 51.75909], [19.52877, 51.75909], [19.52877, 51.75882], [19.52848, 51.75873], [19.52848, 51.75864], [19.52804, 51.75864], [19.52804, 51.75855], [19.5279, 51.75855], [19.52789, 51.7581], [19.52804, 51.7581], [19.52818, 51.75783], [19.52832, 51.75783], [19.52832, 51.75765], [19.52948, 51.75764], [19.52948, 51.75755], [19.52991, 51.75746], [19.52991, 51.75737], [19.53006, 51.75737], [19.5302, 51.75737], [19.5302, 51.75746], [19.53064, 51.75755], [19.53064, 51.75764], [19.53093, 51.75764], [19.53093, 51.75773], [19.53093, 51.75782], [19.53108, 51.75782], [19.53108, 51.75836], [19.53137, 51.75845], [19.53138, 51.75917], [19.53124, 51.75917], [19.53124, 51.75926], [19.53095, 51.75935], [19.53095, 51.75953], [19.53081, 51.75953], [19.53081, 51.75971]]]}",
